name_alessi,E(B-V),s_E(B-V),A_V_calc,s_A_V_calc,AV50,s_AV50,E(BP-RP),s_E(BP-RP),E(U-B),s_E(U-B),E(U-BP),s_E(U-BP),E(U-G),s_E(U-G),E(U-RP),s_E(U-RP)
CWNU_2603,0.73135,0.0152554445662277,2.267185,0.047291878155305875,2.151769575,0.031769575,1.00135,0.00902678553567853,0.5051,0.0101,1.0076,0.0226,1.4626,0.0276,2.0676,0.0825999999999999
CWNU_2605,0.70635,0.0249432586429397,2.1896850000000003,0.07732410179311308,2.11162892,0.19837108,1.02385,0.0233849200127465,0.5601,0.00509999999999995,1.0776,0.00260000000000006,1.5526,0.0176000000000001,2.0251,0.0751000000000001
CWNU_2611,0.39135,0.0393706951810125,1.213185,0.12204915506113875,4.07669168,0.15330832,0.8001,0.0204100960115899,0.3726,0.0276,0.6876,0.0326,0.9551,0.1551,1.3551,0.1551
CWNU_2613,0.36135,0.0171934929139717,1.120185,0.05329982803331228,3.034604735,0.144604735,0.6176,0.0044301270189222,0.1476,0.00759999999999999,0.4151,0.0001,0.6726,0.0176,0.9951,0.0401
CWNU_2614,0.2951,0.00622372435695795,0.9148099999999999,0.019293545506569646,1.058786235,0.111213765,0.45385,0.0065951905283833,0.2201,0.00510000000000001,0.4151,0.0001,0.6026,0.00760000000000001,0.8701,0.00510000000000001
CWNU_2615,0.34135,0.00902678553567855,1.058185,0.02798303516060351,1.65,,0.51385,0.0325759526419164,0.0001,0.0001,0.0676,0.0576,0.2776,0.0776000000000001,0.5976,0.0926000000000002
CWNU_2616,0.7456,0.00667647321898296,2.31136,0.020697066978847177,3.10551858,0.0244814199999999,1.14385,0.0171934929139716,0.2026,0.00759999999999999,0.7501,0.00510000000000001,1.2696,0.00460000000000006,1.9126,0.00759999999999995
CWNU_2622,0.75385,0.00902678553567857,2.336935,0.02798303516060357,2.8717507,0.0217506999999999,1.1426,0.0104077640640441,0.4326,0.00760000000000001,0.9751,0.0151,1.4801,0.0301,2.1401,0.0301
CWNU_2625,0.17385,0.00226506350946109,0.538935,0.007021696879329379,0.68539399,0.30460601,0.2551,0.0001,0.1601,0.00510000000000001,0.2526,0.0026,0.3501,0.00510000000000001,0.5076,0.00760000000000001
CWNU_2631,0.3801,0.0338268439080801,1.17831,0.10486321611504831,3.24239577,0.15760423,0.7976,0.0044301270189222,0.3276,0.0026,0.6376,0.0276,0.9426,0.0926,1.3101,0.1451
CWNU_2636,0.58385,0.00554862367942585,1.809935,0.017200733406220133,1.790169785,0.020169785,0.88885,0.00902678553567857,0.3501,0.0001,0.7426,0.00760000000000001,1.1151,0.00510000000000001,1.6351,0.0101
CWNU_2639,0.5376,0.0115564392373896,1.66656,0.03582496163590776,1.05,,0.7276,0.137281449183189,0.3601,0.0001,0.7226,0.00760000000000001,0.9301,0.1601,1.5301,0.0001
CWNU_2640,0.20635,0.0199037243971936,0.6396850000000001,0.061701545631300155,0.8,,0.4226,0.0130903810567666,0.1776,0.0026,0.3226,0.0026,0.4676,0.0176,0.6926,0.0626
CWNU_2643,0.1901,0.00622372435695795,0.58931,0.019293545506569646,1.05,,0.28385,0.00226506350946107,0.1526,0.0026,0.2726,0.00760000000000001,0.3851,0.0001,0.5501,0.00510000000000001
CWNU_2651,0.77385,0.051136139156484,2.3989350000000003,0.1585220313851004,3.286267725,0.106267725,1.16385,0.0211282548015759,0.1926,0.0326,0.7626,0.00760000000000001,1.3726,0.0326,2.0151,0.0951
CWNU_2652,0.19135,0.00424578098794425,0.593185,0.013161921062627176,0.428938675,0.111061325,0.32385,0.00902678553567857,0.1551,0.00510000000000001,0.2751,0.0001,0.4076,0.0126,0.5801,0.0201
CWNU_2657,0.6276,0.0109972473588517,1.9455600000000002,0.03409146681244027,2.483209715,0.0132097149999999,0.9626,0.0130903810567666,0.3451,0.00509999999999998,0.7751,0.00510000000000001,1.2226,0.0126000000000001,1.7101,0.0251
CWNU_2660,0.64885,0.0130301005409858,2.011435,0.04039331167705598,2.44929044,0.14070956,0.9651,0.0087602540378444,0.3726,0.0126,0.8351,0.0451,1.2701,0.0450999999999999,1.7801,0.0301
CWNU_2661,0.3401,0.0426734659148164,1.05431,0.13228774433593082,1.30350613,0.12649387,0.5051,0.0493442890089805,0.3026,0.0026,0.5101,0.0101,0.6776,0.0176,1.0976,0.0476
CWNU_2663,0.2276,0.0208665596572952,0.70556,0.06468633493761512,2.9,,0.45135,0.0022650635094611,0.0826,0.0076,0.2451,0.00510000000000001,0.4201,0.0251,0.6551,0.0451
CWNU_2664,0.6676,0.0115564392373896,2.06956,0.03582496163590776,2.44590517,0.09409483,0.9526,0.0355436171968945,0.3026,0.0026,0.7476,0.0376,1.1976,0.0576,1.7476,0.1176
CWNU_2665,0.43885,0.0022650635094611,1.360435,0.00702169687932941,1.9,,0.58635,0.0022650635094611,0.2776,0.0226,0.5301,0.0451,0.7701,0.0601,1.1701,0.1001
CWNU_2666,0.48635,0.0301780235387899,1.5076850000000002,0.0935518729702487,2.09185193,0.11814807,0.71135,0.0144069039278245,0.1926,0.00760000000000001,0.5351,0.0351,0.8501,0.0401,1.2951,0.1001
CWNU_2667,0.06635,0.0286864915650732,0.20568500000000003,0.08892812385172692,2.155513585,0.094486415,0.4301,0.0251,0.2526,0.0325999999999999,0.3126,0.0576,0.4926,0.1476,0.6276,0.2676
CWNU_2669,0.37385,0.00970143218483577,1.158935,0.030074439772990885,1.86743114,0.45256886,0.6401,0.0174205080756888,0.2276,0.0126,0.5151,0.0101,0.7776,0.0276,1.0951,0.0801000000000001
CWNU_267,0.5876,0.00760000000000001,1.82156,0.023560000000000032,1.968988935,0.00898893499999998,0.96885,0.0195855715851498,0.3826,0.0176,0.8276,0.0476,1.2151,0.0751000000000001,1.7426,0.1126
CWNU_2670,0.20635,0.0199037243971936,0.6396850000000001,0.061701545631300155,0.8,,0.4226,0.0130903810567666,0.1776,0.0026,0.3226,0.0026,0.4676,0.0176,0.6926,0.0626
CWNU_2672,0.1651,0.0290395922569755,0.51181,0.09002273599662405,3.2,,0.53385,0.0313999600638723,0.3001,0.0151,0.4851,0.0800999999999999,0.6151,0.1001,0.8901,0.2451
CWNU_2675,0.43885,0.0175553000547112,1.360435,0.05442143016960472,1.92105061,0.208949389999999,0.69885,0.0195855715851498,0.2276,0.00759999999999999,0.5276,0.0176,0.8251,0.00510000000000001,1.2476,0.00259999999999995
CWNU_2678,0.33885,0.00424578098794423,1.050435,0.013161921062627114,1.11933388,0.209333879999999,0.54885,0.00902678553567857,0.2426,0.0026,0.4626,0.00759999999999998,0.6901,0.0101,1.0001,0.0201
CWNU_2679,0.31385,0.00424578098794425,0.9729350000000001,0.013161921062627176,1.3,,0.5576,0.00911387818865994,0.2301,0.0151,0.4451,0.0301,0.6676,0.0426,0.9751,0.0551
CWNU_268,0.6601,0.0235520787991172,2.04631,0.07301144427726332,2.064671995,0.0646719950000001,1.00135,0.0435992816032632,0.4501,0.0101,0.9151,0.0001,1.3701,0.0100999999999999,1.9176,0.0126
CWNU_2681,0.08885,0.0125373429638328,0.275435,0.03886576318788168,2.4,,0.33385,0.00554862367942585,0.2676,0.00760000000000001,0.3326,0.0276,0.4851,0.0101,0.6201,0.0750999999999996
CWNU_2685,0.76135,0.00902678553567857,2.360185,0.02798303516060357,2.9,,1.1576,0.0327917420765551,0.5601,0.00509999999999995,1.1551,0.0350999999999999,1.6551,0.0751,2.2701,0.0851
CWNU_2688,0.30385,0.00970143218483577,0.9419350000000001,0.030074439772990885,1.7,,0.46885,0.00226506350946107,0.2001,0.00509999999999999,0.3776,0.0026,0.5701,0.0151,0.8801,0.0251
CWNU_2690,0.0001,0.0001,0.00031,0.00031,1.99784997,0.0578499699999999,0.8951,0.0001,0.2251,0.1101,0.3926,0.3276,0.6201,0.4701,0.9276,0.6876
CWNU_2696,0.5326,0.0126,1.65106,0.039060000000000004,3.0,,0.7951,0.0087602540378444,0.2776,0.0026,0.6401,0.0301,1.0126,0.0476,1.4451,0.0401
CWNU_2698,0.0826,0.0144614066163451,0.25606,0.04483036051066981,2.34862578,0.0,0.2876,0.0226,0.0076,0.0076,0.0401,0.0051,0.1326,0.0126,0.2976,0.0326000000000004
CWNU_2700,0.22385,0.00749509972887452,0.693935,0.02323480915951101,1.16925891,0.430741090000001,0.3701,0.0235520787991171,0.1576,0.0026,0.2976,0.0026,0.4826,0.0176,0.6501,0.00510000000000001
CWNU_2708,0.55885,0.0189331489666492,1.732435,0.058692761796612515,2.53,,0.8551,0.0118260393995586,0.3201,0.0001,0.7201,0.0101,1.0826,0.0126,1.5426,0.0276000000000001
CWNU_2709,0.37635,0.0065951905283833,1.1666850000000002,0.02044509063798823,1.5,,0.64135,0.0109253175473055,0.2051,0.00509999999999999,0.4526,0.00760000000000001,0.7101,0.0301,1.0551,0.0401
CWNU_2714,0.73385,0.00902678553567857,2.274935,0.02798303516060357,2.96835668,0.0516433199999999,1.11135,0.0130301005409857,0.3026,0.0026,0.8501,0.0001,1.3476,0.00759999999999995,1.9676,0.00259999999999995
CWNU_2716,0.05635,0.0120242400177118,0.174685,0.03727514405490658,2.745409765,0.204590235,0.9076,0.0044301270189222,0.1876,0.0376,0.4026,0.2276,0.6201,0.3851,0.9301,0.6101
CWNU_2719,0.6576,0.028713807855649,2.03856,0.08901280435251191,3.37410294,0.10589706,1.0426,0.0376000000000001,0.1626,0.00760000000000001,0.6176,0.00760000000000001,1.1426,0.0276,1.7051,0.0101
CWNU_2720,0.2401,0.0174205080756888,0.74431,0.05400357503463528,2.73275768,0.12275768,0.56135,0.046383771453934,0.2051,0.00509999999999999,0.4276,0.0676000000000001,0.5701,0.0650999999999994,0.9701,0.1301
CWNU_2724,0.32885,0.0065951905283833,1.0194349999999999,0.02044509063798823,1.18021878,0.20978122,0.4326,0.0470707355701395,0.2076,0.0026,0.4226,0.0126,0.5676,0.0726000000000001,0.8951,0.0151
CWNU_2726,0.16185,0.0512779982023526,0.501735,0.15896179442729305,1.635420415,0.125420415,0.3626,0.0344693177121688,0.0001,0.0001,0.0951,0.0001,0.1801,0.0101,0.3446,0.1506
CWNU_2730,0.0001,0.0001,0.00031,0.00031,2.95,,0.24885,0.0284670142947754,0.0626,0.0026,0.1101,0.0801,0.1651,0.0451000000000001,0.2976,0.0726
CWNU_2731,0.6601,0.0001,2.04631,0.00031,2.4,,0.8776,0.0910326673973657,0.3976,0.0526000000000004,0.8451,0.0401,1.2326,0.0376,1.8026,0.0676
CWNU_2732,0.39635,0.0189331489666492,1.228685,0.058692761796612515,5.091387465,0.318612535,0.77135,0.0103316909648406,0.1801,0.00510000000000001,0.5051,0.0151,0.7976,0.0476,1.2676,0.0326
CWNU_2735,0.01385,0.00970143218483576,0.042935,0.03007443977299086,1.65,,0.1501,0.00622372435695794,0.1851,0.0001,0.1826,0.00760000000000001,0.2226,0.0276,0.2776,0.0626
CWNU_2736,0.32135,0.00424578098794425,0.9961850000000001,0.013161921062627176,1.02739636,0.152603639999999,0.5101,0.0107066017177982,0.1951,0.0101,0.4076,0.0176,0.6076,0.0026,0.9076,0.00760000000000001
CWNU_2738,0.0851,0.0001,0.26381,0.00031,0.30605811,0.19394189,0.1476,0.00443012701892219,0.0526,0.00760000000000002,0.1026,0.0076,0.1551,0.0001,0.2451,0.0151
CWNU_2746,0.8176,0.0161078105935821,2.53456,0.04993421284010451,2.996918075,0.00691807499999997,1.1776,0.0130903810567666,0.1401,0.00509999999999999,0.7251,0.0201,1.3001,0.0401,1.9551,0.0801000000000001
CWNU_2747,0.3876,0.0026,1.20156,0.00806,1.5,,0.4851,0.0260807621135332,0.2001,0.0601,0.4301,0.0701000000000001,0.6176,0.0976000000000006,0.9526,0.122600000000001
CWNU_2748,0.50635,0.0185983107336859,1.569685,0.05765476327442629,3.37260008,0.00739991999999989,0.85385,0.0022650635094611,0.3451,0.0101,0.7401,0.00510000000000001,1.1251,0.0450999999999999,1.5701,0.0351
CWNU_2749,0.41635,0.0022650635094611,1.290685,0.00702169687932941,0.94550332,0.20550332,0.58385,0.0022650635094611,0.1901,0.0401,0.4426,0.0575999999999999,0.6651,0.0601,1.0551,0.0851
CWNU_2752,0.81635,0.0148372826531895,2.530685,0.04599557622488745,2.774328505,0.204328505,1.23385,0.0109253175473054,0.3026,0.0026,0.9101,0.00510000000000001,1.4776,0.0376,2.1601,0.00510000000000012
CWNU_2756,0.42885,0.0144069039278245,1.3294350000000001,0.04466140217625595,1.679529245,0.0695292449999999,0.6176,0.0044301270189222,0.0676,0.0026,0.3326,0.0276,0.5901,0.0901,1.0276,0.1026
CWNU_2759,0.4251,0.0001,1.31781,0.00031,1.60300502,0.266994980000001,0.6176,0.0193028643696715,0.2651,0.0101,0.5251,0.0251,0.8126,0.00759999999999995,1.1651,0.0550999999999999
CWNU_276,0.0801,0.012847548783982,0.24831000000000003,0.0398274012303442,1.08,,0.2676,0.0342869858279433,0.0651,0.00510000000000001,0.1701,0.0751,0.1676,0.0276,0.3826,0.1626
CWNU_2761,0.3201,0.00363553390593274,0.99231,0.011270155108391494,1.2,,0.4876,0.0104077640640442,0.2101,0.0001,0.4126,0.0026,0.6051,0.00510000000000001,0.9026,0.0126
CWNU_2762,0.13885,0.0022650635094611,0.430435,0.00702169687932941,0.489281345,0.100718655,0.2226,0.0076,0.0951,0.0101,0.1876,0.0026,0.2776,0.0026,0.4026,0.00759999999999998
CWNU_2763,0.0826,0.00569016994374947,0.25606,0.017639526825623357,0.400210475,0.109789525,0.2001,0.0118260393995586,0.0576,0.0076,0.1201,0.0251,0.2101,0.0351000000000001,0.2851,0.0701
CWNU_2764,0.6501,0.0270258240356725,2.01531,0.08378005451058475,4.526577385,0.0434226150000003,1.14635,0.00226506350946105,0.2426,0.00760000000000001,0.8126,0.0226,1.3351,0.0851,1.8801,0.1001
CWNU_2768,0.0651,0.0248487373415292,0.20181000000000002,0.07703108575874053,1.50443731,0.0855626900000001,0.24885,0.0022650635094611,0.3376,0.0026,0.3726,0.0226,0.4326,0.0475999999999999,0.5301,0.1051
CWNU_277,0.3501,0.00622372435695795,1.08531,0.019293545506569646,1.23860204,0.19139796,0.5401,0.0174205080756887,0.2151,0.0001,0.4376,0.0026,0.6876,0.00759999999999995,0.9726,0.00760000000000001
CWNU_2770,0.41385,0.0471870205045931,1.282935,0.1462797635642386,1.96276026,0.11276026,0.60885,0.0939998801916168,0.0001,0.0001,0.0001,0.0001,0.2051,0.0450999999999999,0.5601,0.0650999999999998
CWNU_2772,0.2601,0.0227384628453435,0.80631,0.07048923482056485,3.55,,0.61635,0.0022650635094611,0.0076,0.0076,0.2226,0.0276,0.4501,0.0951,0.7551,0.1001
CWNU_2773,0.2676,0.00839156197588851,0.8295600000000001,0.02601384212525438,0.79680889,0.15680889,0.4651,0.0213132034355964,0.1726,0.00259999999999999,0.3776,0.0176,0.5876,0.0326,0.8001,0.0551
CWNU_2775,0.5101,0.0107066017177982,1.58131,0.033190465325174424,1.796298125,0.0937018749999999,0.7001,0.0146773797371133,0.3276,0.0026,0.6501,0.0251,0.9726,0.0226,1.3576,0.0426
CWNU_2777,0.03135,0.00424578098794425,0.09718500000000001,0.013161921062627176,0.22774472,0.16225528,0.0851,0.0001,0.0401,0.0051,0.0476,0.00759999999999999,0.0776,0.0076,0.1151,0.0251
CWNU_2778,0.37635,0.0114880419739304,1.1666850000000002,0.03561293011918425,1.045096645,0.335096645,0.5901,0.00363553390593274,0.2451,0.00510000000000001,0.4876,0.00760000000000001,0.7451,0.0301,1.0676,0.00260000000000006
CWNU_2780,0.36635,0.00902678553567857,1.135685,0.02798303516060357,1.181400715,0.121400714999998,0.60635,0.0301780235387899,0.2401,0.0001,0.5026,0.0226,0.8026,0.0476,1.0951,0.0401
CWNU_2782,0.1001,0.0051,0.31031,0.01581,0.44515594,0.13484406,0.1626,0.0044301270189222,0.0651,0.0001,0.1201,0.0051,0.1876,0.00760000000000001,0.2826,0.00759999999999998
CWNU_2786,0.6601,0.0107066017177982,2.04631,0.033190465325174424,2.55925675,0.23074325,0.99385,0.0144069039278245,0.3526,0.0026,0.8251,0.0001,1.2776,0.0126000000000001,1.8201,0.0101
CWNU_2789,0.11635,0.00226506350946109,0.360685,0.007021696879329379,0.26146562,0.11853438,0.1501,0.0001,0.0576,0.0076,0.1226,0.0126000000000001,0.2001,0.0151,0.2901,0.0300999999999997
CWNU_2790,0.19135,0.0109253175473055,0.593185,0.03386848439664705,0.427382255,0.202617745,0.29885,0.00554862367942585,0.1751,0.0001,0.2801,0.00509999999999998,0.4126,0.0126,0.5676,0.00759999999999995
CWNU_2794,0.22385,0.00554862367942585,0.693935,0.017200733406220133,1.28001455,0.22998545,0.3776,0.0044301270189222,0.1776,0.00759999999999999,0.3226,0.0026,0.4751,0.00510000000000001,0.7001,0.0201
CWNU_2795,0.8401,0.0204100960115899,2.60431,0.06327129763592869,2.834032575,0.00403257499999987,1.2151,0.0177776695296637,0.5751,0.0001,1.2101,0.0101,1.7726,0.00259999999999995,2.3826,0.0326
CWNU_2796,0.4601,0.00510000000000001,1.42631,0.015810000000000032,1.71355419,0.0664458100000001,0.7051,0.0142421356237309,0.2826,0.00259999999999997,0.6026,0.00760000000000001,0.8851,0.0401,1.2726,0.0426
CWNU_2797,0.41885,0.0109253175473055,1.298435,0.03386848439664705,1.235611695,0.195611695,0.66135,0.0195855715851498,0.2676,0.0026,0.5451,0.0001,0.8551,0.0251,1.1901,0.00510000000000001
CWNU_2798,0.4776,0.0168705098312484,1.48056,0.05229858047687004,4.19942565,0.450574350000001,0.7776,0.0252246890528023,0.1976,0.0276,0.5976,0.0226,0.9651,0.0451,1.3801,0.0801
CWNU_2799,0.53135,0.0022650635094611,1.6471850000000001,0.00702169687932941,1.502411775,0.047588225,0.2951,0.00510000000000001,0.3376,0.0026,0.5501,0.1301,0.7626,0.2276,1.1076,0.3876
CWNU_2800,0.2576,0.0026,0.79856,0.00806,0.8,,0.44385,0.0022650635094611,0.1776,0.0026,0.3476,0.0126,0.5101,0.0151,0.7726,0.0326
CWNU_2801,0.3051,0.0151,0.9458099999999999,0.046810000000000004,2.4,,0.98135,0.0125373429638328,0.2976,0.00760000000000001,0.5926,0.0776000000000003,0.9226,0.1976,1.3906,0.3246
CWNU_2803,1.0471,0.0214190056053279,3.24601,0.06639891737651649,3.787080385,0.0870803849999999,1.5151,0.0417833300013326,0.7701,0.00510000000000001,1.6001,0.00510000000000001,2.3701,0.0101,3.0626,0.0626
CWNU_2804,0.5651,0.00622372435695791,1.75181,0.01929354550656952,1.776207015,0.056207015,0.16385,0.0171934929139718,0.2026,0.1076,0.4276,0.2926,0.6176,0.4376,0.9351,0.6451
CWNU_2805,0.48885,0.0199037243971936,1.515435,0.061701545631300155,3.918484475,0.0115155250000001,0.88635,0.0103316909648406,0.4001,0.0001,0.8076,0.0276,1.1876,0.0476000000000001,1.6451,0.0901000000000001
CWNU_281,0.1876,0.00760000000000001,0.58156,0.023560000000000032,1.33634943,0.0,0.31885,0.0022650635094611,0.1351,0.00510000000000001,0.2551,0.0101,0.3776,0.0126,0.5451,0.0401
CWNU_2813,0.31635,0.0249432586429397,0.9806850000000001,0.07732410179311308,5.18526135,0.27473865,0.71885,0.0114880419739304,0.1951,0.0101,0.4751,0.0401,0.7451,0.0800999999999998,1.1051,0.1401
CWNU_2821,0.2201,0.00876025403784438,0.68231,0.02715678751731758,0.81451098,0.37548902,0.2526,0.0421565096031518,0.1901,0.0001,0.2451,0.0601000000000001,0.3601,0.0901000000000001,0.5076,0.1376
CWNU_2822,0.37885,0.0264094564748115,1.1744350000000001,0.08186931507191565,1.439332695,0.120667305,0.60135,0.0280228848796108,0.2576,0.0026,0.5551,0.0001,0.8151,0.0151,1.0926,0.0726
CWNU_2823,0.54885,0.00749509972887453,1.7014349999999998,0.023234809159511045,2.593808105,0.113808105,0.94135,0.00659519052838324,0.2376,0.0026,0.6201,0.00510000000000001,1.0201,0.00510000000000001,1.5576,0.00759999999999995
CWNU_2824,0.07885,0.0390510911272072,0.244435,0.12105838249434232,3.09343745,0.19656255,0.35135,0.0022650635094611,0.0001,0.0001,0.0326,0.0276,0.0976,0.0926,0.2101,0.2001
CWNU_2825,0.55885,0.0189331489666492,1.732435,0.058692761796612515,2.53,,0.8551,0.0118260393995586,0.3201,0.0001,0.7201,0.0101,1.0826,0.0126,1.5426,0.0276000000000001
CWNU_2826,0.1101,0.00622372435695795,0.34131,0.019293545506569646,0.47133251,0.23866749,0.19635,0.0022650635094611,0.0701,0.0101,0.1401,0.00509999999999999,0.2201,0.00510000000000001,0.3101,0.0350999999999999
CWNU_2830,0.5701,0.00510000000000001,1.7673100000000002,0.015810000000000032,2.559727915,0.330272085000002,0.72885,0.0144069039278245,0.3376,0.00759999999999998,0.6901,0.0601,1.0126,0.0926,1.4976,0.1276
CWNU_2836,0.3601,0.0907228448019594,1.11631,0.28124081888607416,1.44,,0.47385,0.0225652509445143,0.2451,0.00510000000000001,0.4626,0.0276,0.6251,0.00510000000000001,1.1526,0.1776
CWNU_2837,0.6501,0.0270258240356725,2.01531,0.08378005451058475,4.526577385,0.0434226150000003,1.14635,0.00226506350946105,0.2426,0.00760000000000001,0.8126,0.0226,1.3351,0.0851,1.8801,0.1001
CWNU_2838,0.2026,0.00569016994374947,0.6280600000000001,0.017639526825623357,2.687987055,0.137987055,1.06385,0.00970143218483579,0.4651,0.0351,0.7651,0.2201,1.1001,0.370099999999999,1.5126,0.5376
CWNU_2839,0.3226,0.0044301270189222,1.00006,0.01373339375865882,,,0.49385,0.0171934929139717,0.2501,0.00510000000000001,0.4151,0.0201,0.6476,0.0176,0.9326,0.0126
CWNU_2843,0.5701,0.0107066017177982,1.7673100000000002,0.033190465325174424,2.2,,0.84385,0.0160589316685046,0.0126,0.0026,0.3951,0.0151,0.7726,0.0226,1.2751,0.0500999999999999
CWNU_2846,0.2351,0.00622372435695794,0.7288100000000001,0.019293545506569615,0.910830155,0.119169845,0.37135,0.0109253175473055,0.1576,0.0026,0.2951,0.0101,0.4626,0.0026,0.6801,0.0301
CWNU_2847,0.3651,0.0260807621135332,1.13181,0.08085036255195292,3.50051583,0.14948417,0.68135,0.0271127284812179,0.2101,0.00510000000000001,0.5051,0.0401,0.7201,0.0251,1.0801,0.0901
CWNU_2848,0.1976,0.0179535710713571,0.61256,0.05565607032120701,0.05,,0.28385,0.00226506350946107,0.1651,0.00510000000000001,0.2626,0.00760000000000001,0.4126,0.0576000000000001,0.5976,0.0626
CWNU_2851,0.4601,0.0294683503111768,1.42631,0.09135188596464808,2.6,,0.75385,0.00902678553567857,0.5051,0.00510000000000001,0.8976,0.0476,1.2076,0.0926,1.5326,0.1826
CWNU_2852,0.3876,0.0276,1.20156,0.08556,1.93137711,0.0613771099999999,0.62635,0.00970143218483577,0.4126,0.0026,0.6901,0.00509999999999995,0.9376,0.0276,1.2851,0.0400999999999999
CWNU_2860,0.6501,0.00800569415042095,2.01531,0.024817651866304948,1.993741425,0.0762585749999999,1.01385,0.0438856997203425,0.4876,0.0126,1.0176,0.0726000000000001,1.4301,0.0951,1.9776,0.1426
CWNU_2861,0.0476,0.0276,0.14756000000000002,0.08556,2.55,,0.2151,0.0319198051533947,0.0001,0.0001,0.0276,0.0026,0.0151,0.0001,0.1751,0.0751000000000001
CWNU_2863,0.4626,0.00839156197588849,1.4340600000000001,0.02601384212525432,1.697088905,0.0570889050000001,0.7326,0.0109972473588517,0.3076,0.0026,0.6226,0.00760000000000001,0.9276,0.00760000000000001,1.3351,0.0301
CWNU_2868,0.81635,0.0148372826531895,2.530685,0.04599557622488745,2.774328505,0.204328505,1.23385,0.0109253175473054,0.3026,0.0026,0.9101,0.00510000000000001,1.4776,0.0376,2.1601,0.00510000000000012
CWNU_287,0.10385,0.00902678553567856,0.321935,0.027983035160603534,0.45180972,0.31819028,0.17135,0.00424578098794424,0.0301,0.0051,0.0976,0.0026,0.1501,0.00510000000000001,0.2526,0.0176
CWNU_2870,0.19635,0.00424578098794425,0.608685,0.013161921062627176,0.58344412,0.11344412,0.3101,0.00622372435695795,0.1476,0.0026,0.2726,0.0026,0.4001,0.0001,0.5776,0.0026
CWNU_2873,0.43635,0.0065951905283833,1.3526850000000001,0.02044509063798823,1.75,,0.6926,0.0284945417290014,0.2951,0.0101,0.5976,0.00760000000000001,0.9151,0.0401,1.2626,0.0376
CWNU_2877,1.12385,0.0256868618630734,3.4839350000000002,0.07962927177552755,4.326113655,0.073886345,1.4151,0.271577439209964,0.7651,0.0101,1.6476,0.0276,2.4351,0.0401,3.2526,0.0675999999999999
CWNU_2880,0.2476,0.00839156197588851,0.76756,0.02601384212525438,0.81337763,0.30662237,0.3926,0.0130903810567666,0.0026,0.0026,0.0976,0.0026,0.2526,0.00760000000000001,0.4851,0.00510000000000001
CWNU_2882,0.4901,0.00800569415042095,1.51931,0.024817651866304948,2.6,,0.7276,0.0044301270189222,0.1276,0.00760000000000001,0.4351,0.00510000000000001,0.7401,0.0201,1.2076,0.0526
CWNU_2885,0.43635,0.0065951905283833,1.3526850000000001,0.02044509063798823,1.75,,0.6926,0.0284945417290014,0.2951,0.0101,0.5976,0.00760000000000001,0.9151,0.0401,1.2626,0.0376
CWNU_2886,0.5376,0.0214600093632938,1.66656,0.06652602902621078,1.55,,0.84135,0.0195855715851499,0.0651,0.0001,0.4326,0.0126,0.8451,0.0301,1.3176,0.0676
CWNU_2887,0.28135,0.0168238602003246,0.872185,0.05215396662100626,3.55441886,0.19558114,0.7501,0.244512561052005,0.1326,0.0226,0.3776,0.0376,0.5751,0.0301,0.9226,0.127599999999999
CWNU_2888,0.5021,0.00797400787401182,1.55651,0.02471942440943664,1.941394355,0.141394355,0.81635,0.0139631706330117,0.3026,0.00760000000000001,0.6376,0.0026,0.9876,0.0276,1.4776,0.0326
CWNU_2889,0.4326,0.00911387818865998,1.34106,0.02825302238484594,1.06664668,0.0366466799999999,0.4351,0.0689294994896811,0.2776,0.0026,0.5176,0.0476,0.7226,0.1326,1.0676,0.1776
CWNU_2890,0.6901,0.0270258240356725,2.13931,0.08378005451058475,5.02170746,0.31829254,1.10635,0.0152554445662276,0.4101,0.0101,1.0101,0.0251,1.5101,0.0701000000000001,2.0526,0.0975999999999999
CWNU_2892,0.0826,0.0220374109684803,0.25606,0.06831597400228893,2.245216395,0.065216395,0.83135,0.0385667063835728,0.1126,0.0526,0.3776,0.2776,0.5901,0.4351,0.8576,0.6476
CWNU_2894,0.1801,0.00363553390593274,0.5583100000000001,0.011270155108391494,3.630174545,0.299825455,1.0601,0.0151,0.2751,0.1051,0.5926,0.3176,0.9251,0.4801,1.3101,0.6551
CWNU_2903,0.1951,0.00363553390593274,0.60481,0.011270155108391494,0.70706267,0.00293732999999996,0.31135,0.0022650635094611,0.1801,0.0001,0.2951,0.00510000000000001,0.4176,0.0026,0.5951,0.00510000000000001
CWNU_2906,0.41635,0.0065951905283833,1.290685,0.02044509063798823,1.21402122,0.00597877999999996,0.7101,0.0391512483795333,0.2576,0.0126,0.5576,0.0376,0.9101,0.1301,1.2301,0.1001
CWNU_2907,0.2926,0.00839156197588851,0.9070600000000001,0.02601384212525438,4.39,,0.4801,0.0204100960115899,0.2151,0.0001,0.4026,0.0026,0.6226,0.0126,0.8601,0.0101
CWNU_2909,0.3701,0.00717106781186548,1.14731,0.022230310216782987,1.23852974,0.01147026,0.57135,0.0152554445662276,0.2201,0.00510000000000001,0.4751,0.0101,0.7126,0.0026,1.0401,0.0201
CWNU_2914,0.2301,0.00876025403784438,0.71331,0.02715678751731758,0.954656785,0.215343215,0.35385,0.0065951905283833,0.1726,0.00259999999999999,0.3026,0.0026,0.4751,0.0201,0.6576,0.00760000000000001
