name_alessi,E(B-V),s_E(B-V),A_V_calc,s_A_V_calc,AV50,s_AV50,E(BP-RP),s_E(BP-RP),E(U-B),s_E(U-B),E(U-BP),s_E(U-BP),E(U-G),s_E(U-G),E(U-RP),s_E(U-RP)
CWNU_2915,0.30385,0.0152554445662277,0.9419350000000001,0.047291878155305875,4.35,,0.6726,0.0161078105935821,0.1826,0.0026,0.4126,0.0126,0.6726,0.0176,1.0601,0.0501000000000001
CWNU_2918,0.32885,0.0065951905283833,1.0194349999999999,0.02044509063798823,1.433004485,0.333004485,0.50635,0.0022650635094611,0.2351,0.0001,0.4276,0.00760000000000001,0.6426,0.0126,0.9576,0.0326
CWNU_2919,0.2626,0.0104077640640442,0.81406,0.032264068598537025,0.89412696,0.05587304,0.3551,0.0142421356237309,0.2101,0.00510000000000001,0.3626,0.00760000000000001,0.5076,0.0226,0.7626,0.0526
CWNU_2923,0.2651,0.0184711730708738,0.82181,0.05726063651970878,1.2,,0.4276,0.0130903810567666,0.1726,0.0226000000000001,0.3626,0.00760000000000001,0.5576,0.0276,0.7526,0.0226
CWNU_2930,0.26385,0.00424578098794425,0.817935,0.013161921062627176,1.02709182,0.132908180000001,0.42135,0.0022650635094611,0.2051,0.0001,0.3701,0.0001,0.5276,0.00760000000000001,0.7776,0.0126
CWNU_2931,0.0976,0.0179535710713571,0.30256000000000005,0.05565607032120701,1.39768151,0.11231849,0.25385,0.0022650635094611,0.3076,0.0026,0.3601,0.0001,0.4426,0.0326,0.5576,0.0626
CWNU_2934,0.50385,0.0065951905283833,1.561935,0.02044509063798823,2.04,,0.9701,0.0001,0.3436,0.2286,0.7001,0.2551,1.0376,0.2626,1.5951,0.3301
CWNU_2935,0.2976,0.00760000000000001,0.9225599999999999,0.023560000000000032,1.053558465,0.0664415350000001,0.44385,0.0065951905283833,0.2401,0.0001,0.4351,0.00510000000000001,0.6276,0.0026,0.9001,0.0201
CWNU_2938,0.17885,0.0125373429638328,0.554435,0.03886576318788168,0.55,,0.20385,0.0195855715851499,0.1501,0.0101,0.2351,0.00509999999999999,0.3301,0.0351000000000003,0.5076,0.0626000000000005
CWNU_2942,0.29885,0.0022650635094611,0.926435,0.00702169687932941,1.05,,0.56135,0.0130301005409857,0.2501,0.00510000000000001,0.4701,0.0251,0.6726,0.0526,0.9801,0.0801
CWNU_2943,0.4726,0.0044301270189222,1.46506,0.01373339375865882,1.43253828,0.08746172,0.70885,0.0438856997203425,0.2851,0.0151,0.6176,0.00760000000000001,0.9351,0.0201,1.3401,0.0101
CWNU_2945,0.3701,0.00622372435695795,1.14731,0.019293545506569646,1.154085405,0.014085405,0.59385,0.0109253175473055,0.2351,0.0001,0.4851,0.0001,0.7151,0.0001,1.0926,0.00259999999999995
CWNU_2947,0.14135,0.00226506350946109,0.43818500000000005,0.007021696879329379,0.525661645,0.0943383549999998,0.2576,0.0044301270189222,0.1301,0.0001,0.2126,0.00760000000000001,0.3251,0.0201,0.4601,0.0151
CWNU_2949,0.4201,0.0184711730708738,1.3023099999999999,0.05726063651970878,1.2,,0.4776,0.0326,0.3551,0.0001,0.5901,0.0501,0.8101,0.115099999999999,1.1376,0.202599999999999
CWNU_2950,0.3801,0.00510000000000001,1.17831,0.015810000000000032,1.35,,0.59135,0.0065951905283833,0.1751,0.0001,0.4226,0.0226,0.6551,0.0101,1.0326,0.00760000000000006
CWNU_2951,0.33385,0.0422863425767157,1.034935,0.13108766198781868,1.21030094,0.0503009400000001,0.63135,0.0614774184859546,0.2126,0.0026,0.4826,0.0825999999999999,0.8051,0.0251,1.1001,0.130099999999999
CWNU_2955,0.47135,0.00749509972887451,1.461185,0.023234809159510983,1.752155,0.047845,0.77885,0.00970143218483577,0.1826,0.0026,0.4951,0.00510000000000001,0.8351,0.00510000000000001,1.2801,0.0151
CWNU_2956,0.5601,0.0184711730708738,1.7363100000000002,0.05726063651970878,1.67752996,0.01247004,0.78385,0.00424578098794425,0.3576,0.0026,0.7276,0.00760000000000001,1.0776,0.0326000000000001,1.5551,0.0501000000000001
CWNU_296,0.5701,0.00945414346693482,1.7673100000000002,0.029307844747497945,2.082527515,0.0974724850000001,0.8476,0.0044301270189222,0.2126,0.0126,0.6026,0.0276,0.9626,0.0525999999999999,1.4801,0.0550999999999999
CWNU_2961,0.2501,0.00363553390593274,0.7753099999999999,0.011270155108391494,1.25002627,0.0899737300000001,0.40135,0.0125373429638327,0.2126,0.0026,0.3626,0.00760000000000001,0.5501,0.0101,0.7776,0.0026
CWNU_2967,0.5426,0.00911387818865998,1.6820599999999999,0.02825302238484594,1.708373885,0.061626115,0.82885,0.0311996382615618,0.3476,0.0026,0.7551,0.0251,1.1076,0.0276,1.5626,0.0576000000000001
CWNU_2969,0.1251,0.00876025403784439,0.38781,0.027156787517317607,1.521619635,0.138380365,0.4426,0.157996326746381,0.3626,0.0226,0.4801,0.0351,0.5826,0.0576,0.7536,0.116599999999999
CWNU_2975,0.3601,0.0290395922569756,1.11631,0.09002273599662436,1.65,,0.58885,0.0152554445662277,0.0876,0.0026,0.3001,0.0101,0.5826,0.00760000000000001,1.0126,0.1426
CWNU_2976,0.89885,0.0065951905283833,2.786435,0.02044509063798823,2.971591985,0.151591985,1.2476,0.021750635094611,0.4576,0.0725999999999999,1.0976,0.0276,1.6551,0.0651,2.3701,0.0350999999999999
CWNU_2981,0.33285,0.0107154368727811,1.031835,0.03321785430562141,1.65,,0.12385,0.036393077852395,0.2276,0.0026,0.3491,0.0991000000000001,0.4476,0.2126,0.6726,0.2576
CWNU_2989,0.21635,0.00554862367942585,0.670685,0.017200733406220133,1.1,,0.36385,0.0109253175473055,0.1926,0.0126,0.3501,0.0151,0.4826,0.0176,0.7351,0.0001
CWNU_2992,0.74385,0.00424578098794425,2.3059350000000003,0.013161921062627176,1.74530796,0.0846920400000001,1.0101,0.147324318643354,0.4301,0.0301,0.9576,0.0126,1.4326,0.0176,2.0301,0.0350999999999999
CWNU_3000,0.0751,0.00363553390593274,0.23281000000000002,0.011270155108391494,0.503314495,0.186685505,0.1376,0.0621987117418711,0.0276,0.0276,0.1051,0.0201,0.1751,0.0201000000000002,0.2576,0.0426
CWNU_3003,0.1101,0.00510000000000001,0.34131,0.015810000000000032,0.52819276,0.22180724,0.2301,0.0118260393995586,0.0601,0.0001,0.1476,0.0226,0.2101,0.0251000000000002,0.3476,0.0675999999999998
CWNU_3006,0.09885,0.0022650635094611,0.306435,0.00702169687932941,0.25,,0.18385,0.0139631706330118,0.0701,0.0001,0.1326,0.00760000000000001,0.2101,0.0101,0.3126,0.0126
CWNU_3007,0.35885,0.00424578098794425,1.112435,0.013161921062627176,1.42308393,0.01691607,0.5651,0.0303076149339864,0.3001,0.0001,0.5551,0.00510000000000001,0.8176,0.0476,1.1026,0.0526
CWNU_3013,0.0826,0.0044301270189222,0.25606,0.01373339375865882,0.45,,0.1476,0.00569016994374947,0.1126,0.0026,0.1476,0.0026,0.2101,0.0001,0.2851,0.00509999999999998
CWNU_3027,0.2226,0.00760000000000001,0.69006,0.023560000000000032,0.90412276,0.19587724,0.38385,0.0164458710382775,0.1326,0.0026,0.2876,0.0026,0.4576,0.0176,0.6726,0.0026
CWNU_3028,0.1601,0.00363553390593274,0.49631,0.011270155108391494,1.92,,0.2776,0.0026,0.1051,0.0001,0.2076,0.0026,0.3126,0.00760000000000001,0.4726,0.0126
CWNU_303,0.3951,0.00717106781186548,1.22481,0.022230310216782987,1.499768515,0.0402314850000001,0.63135,0.0160589316685046,0.2651,0.0001,0.5351,0.0001,0.8051,0.00510000000000001,1.1601,0.0101
CWNU_3030,0.45135,0.0022650635094611,1.399185,0.00702169687932941,,,0.7101,0.0184711730708739,0.2776,0.0026,0.5801,0.0001,0.8901,0.0251,1.2951,0.0101
CWNU_3032,0.1551,0.00622372435695795,0.48080999999999996,0.019293545506569646,1.85,,0.2226,0.0026,0.0726,0.0076,0.1601,0.00510000000000001,0.2601,0.00510000000000001,0.4151,0.0301
CWNU_3039,0.43385,0.00554862367942585,1.344935,0.017200733406220133,1.539248715,0.360751285,0.08635,0.0182572988079175,0.2301,0.0301000000000001,0.3676,0.1876,0.5126,0.2976,0.7476,0.4626
CWNU_304,0.38135,0.00970143218483577,1.182185,0.030074439772990885,1.18276551,0.12723449,0.6201,0.0174205080756888,0.2726,0.00760000000000001,0.5326,0.00760000000000001,0.7926,0.00760000000000001,1.1351,0.0350999999999999
CWNU_3040,0.32635,0.0319933770554327,1.011685,0.09917946887184136,3.18166774,0.0716677400000001,0.7026,0.00760000000000001,0.4426,0.0026,0.7051,0.0301,0.9576,0.0826,1.3001,0.150100000000001
CWNU_3043,0.08635,0.00424578098794425,0.267685,0.013161921062627176,0.263766875,0.0562331249999999,0.1676,0.0044301270189222,0.0451,0.0001,0.1101,0.0101,0.1726,0.0176000000000001,0.2576,0.0376
CWNU_3046,0.14135,0.0114880419739304,0.43818500000000005,0.03561293011918425,0.21556161,0.04443839,0.1876,0.0044301270189222,0.1051,0.0001,0.1776,0.00759999999999999,0.2551,0.0101,0.4051,0.0500999999999998
CWNU_3050,0.0476,0.0276,0.14756000000000002,0.08556,2.55,,0.2151,0.0319198051533947,0.0001,0.0001,0.0276,0.0026,0.0151,0.0001,0.1751,0.0751000000000001
CWNU_3054,0.4801,0.0213132034355964,1.48831,0.06607093065034884,1.95,,0.7051,0.151220812597074,0.4401,0.0501,0.7051,0.1051,1.3576,0.1776,1.2776,0.0776
CWNU_3055,0.31385,0.00902678553567857,0.9729350000000001,0.02798303516060357,1.9,,0.70385,0.0301780235387899,0.1976,0.0426,0.4476,0.0976000000000001,0.7326,0.1226,1.1126,0.142600000000001
CWNU_3057,0.1551,0.00363553390593274,0.48080999999999996,0.011270155108391494,0.57721089,0.0827891099999998,0.2451,0.0087602540378444,0.1176,0.0026,0.2126,0.0026,0.3101,0.0101,0.4501,0.00510000000000001
CWNU_3060,0.5021,0.00713562363973515,1.55651,0.022120433283178965,1.72925794,0.210742059999998,0.2501,0.0151,0.3176,0.0026,0.5201,0.1451,0.7486,0.3036,1.0551,0.4151
CWNU_3062,0.39135,0.0156623744974859,1.213185,0.04855336094220629,1.59028424,0.07028424,0.46385,0.0156623744974859,0.3576,0.0226,0.5726,0.0276,0.8026,0.0526,1.1326,0.1226
CWNU_3071,0.26635,0.00554862367942585,0.825685,0.017200733406220133,0.858096375,0.018096375,0.4076,0.00759999999999998,0.2101,0.00510000000000001,0.3776,0.0026,0.5526,0.0126,0.7851,0.0001
CWNU_3073,0.3101,0.0170558249578132,0.96131,0.052873057369220926,1.4,,0.5226,0.0327917420765551,0.1476,0.00759999999999999,0.3701,0.00510000000000001,0.6026,0.0176,0.8476,0.0576
CWNU_3079,0.6601,0.0235520787991172,2.04631,0.07301144427726332,2.064671995,0.0646719950000001,1.00135,0.0435992816032632,0.4501,0.0101,0.9151,0.0001,1.3701,0.0100999999999999,1.9176,0.0126
CWNU_3082,0.6601,0.0107066017177982,2.04631,0.033190465325174424,4.5690115,0.0409885000000001,1.0926,0.0130903810567666,0.3976,0.0426000000000004,0.9701,0.0951,1.4901,0.1101,2.0401,0.1251
CWNU_3084,0.51735,0.00491534007106456,1.603785,0.015237554220300138,2.0,,0.25885,0.0195855715851499,0.2576,0.0576000000000001,0.4601,0.2051,0.6601,0.2901,1.0051,0.4801
CWNU_3093,0.4251,0.00363553390593274,1.31781,0.011270155108391494,0.05,,0.6751,0.00363553390593274,0.2076,0.0026,0.4801,0.00510000000000001,0.7476,0.0026,1.1551,0.00510000000000001
CWNU_3095,0.4626,0.00569016994374946,1.4340600000000001,0.017639526825623326,1.6,,0.69885,0.0065951905283833,0.1676,0.0126,0.4551,0.0251,0.7501,0.0301,1.1726,0.0476
CWNU_3098,0.60385,0.00554862367942585,1.8719350000000001,0.017200733406220133,3.886958455,0.313041545,0.5726,0.0226,0.2126,0.00760000000000001,0.5516,0.0715999999999999,0.8526,0.1676,1.3016,0.2266
CWNU_3102,0.1576,0.00569016994374948,0.48856,0.017639526825623388,0.215723515,0.125723515,0.24885,0.00554862367942585,0.0926,0.0026,0.2026,0.00259999999999999,0.3051,0.00510000000000001,0.4726,0.0176
CWNU_3107,0.2726,0.0104077640640441,0.84506,0.03226406859853671,0.979609735,0.100390265,0.4201,0.0118260393995586,0.1926,0.0026,0.3601,0.00510000000000001,0.5726,0.0026,0.7826,0.0026
CWNU_3108,0.23135,0.0164458710382775,0.7171850000000001,0.050982200218660255,3.307721315,0.057721315,0.5901,0.0201,0.2301,0.0101,0.4426,0.0475999999999999,0.6226,0.0626,0.9501,0.1501
CWNU_3112,0.12885,0.0125373429638328,0.399435,0.03886576318788168,2.35,,0.33635,0.0144069039278245,0.0676,0.0076,0.1401,0.0001,0.2851,0.0251,0.5176,0.00760000000000001
CWNU_3113,0.30385,0.00424578098794425,0.9419350000000001,0.013161921062627176,1.45,,0.75635,0.0022650635094611,0.2826,0.2826,0.4801,0.3351,0.7126,0.3826,1.0901,0.4801
CWNU_3115,0.23885,0.00659519052838329,0.7404350000000001,0.0204450906379882,1.15,,0.4226,0.021750635094611,0.1301,0.0001,0.2976,0.0226,0.4601,0.0151,0.7301,0.0251
CWNU_3117,0.42885,0.0246903944661325,1.3294350000000001,0.07654022284501076,2.766636705,0.316636705000003,0.67635,0.0022650635094611,0.6201,0.0101,0.9426,0.0026,1.2151,0.0651000000000001,1.5326,0.0876
CWNU_3120,0.30135,0.0114880419739304,0.934185,0.03561293011918425,,,0.33885,0.0256868618630734,0.2026,0.0126,0.3751,0.0101,0.5326,0.0526,0.8001,0.0850999999999989
CWNU_3124,0.31135,0.00902678553567857,0.9651850000000001,0.02798303516060357,1.25,,0.38135,0.062286714819164,0.2001,0.00509999999999999,0.3876,0.00760000000000001,0.5126,0.0776,0.7826,0.112600000000001
CWNU_3144,0.2801,0.0155110350074224,0.86831,0.048084208523009445,1.25,,0.32635,0.188460525323115,0.1176,0.0026,0.2676,0.00760000000000001,0.2951,0.2101,0.7526,0.0576000000000001
CWNU_3146,0.28885,0.0114880419739304,0.895435,0.03561293011918425,0.75,,0.4851,0.0001,0.2226,0.0026,0.4126,0.0026,0.5876,0.00760000000000001,0.8576,0.0476
CWNU_3148,0.08135,0.0022650635094611,0.25218500000000005,0.00702169687932941,0.306033925,0.073966075,0.11885,0.00554862367942584,0.0826,0.0026,0.1176,0.0026,0.1626,0.0126,0.2476,0.0126
CWNU_3152,0.3101,0.00363553390593274,0.96131,0.011270155108391494,1.053754315,0.106245685,0.51635,0.0065951905283833,0.1551,0.00510000000000001,0.3526,0.0126,0.5476,0.00760000000000001,0.8576,0.0276
CWNU_3154,0.64885,0.0130301005409858,2.011435,0.04039331167705598,2.44929044,0.14070956,0.9651,0.0087602540378444,0.3726,0.0126,0.8351,0.0451,1.2701,0.0450999999999999,1.7801,0.0301
CWNU_3169,0.73885,0.0152554445662277,2.290435,0.047291878155305875,4.09,,1.19385,0.0738711833983975,0.4901,0.0201,1.1051,0.0951,1.7051,0.1301,2.2451,0.1751
CWNU_317,0.39385,0.00749509972887453,1.2209349999999999,0.023234809159511045,1.396740985,0.193259014999999,0.63885,0.0233849200127465,0.2801,0.00509999999999998,0.5551,0.0101,0.8576,0.0376,1.1651,0.0301
CWNU_3171,0.17385,0.0082967981553775,0.538935,0.025720074281670252,0.2691283,0.0108717,0.29885,0.0114880419739304,0.1476,0.0026,0.2601,0.00510000000000001,0.3826,0.0126,0.5151,0.0151
CWNU_3173,0.1776,0.00569016994374947,0.55056,0.017639526825623357,0.42,,0.3126,0.0193028643696715,0.1551,0.00510000000000001,0.2676,0.00760000000000001,0.4201,0.0201,0.5551,0.0101
CWNU_3175,0.1976,0.0026,0.61256,0.00806,0.584625655,0.105374345,0.28635,0.0130301005409857,0.1626,0.0026,0.2851,0.00509999999999998,0.3851,0.0201,0.5776,0.0026
CWNU_318,0.34135,0.0199037243971936,1.058185,0.061701545631300155,1.47245172,0.0324517200000001,0.4301,0.0174205080756888,0.2701,0.0201,0.4426,0.0226,0.6651,0.0351,0.9676,0.1226
CWNU_3183,0.16635,0.00424578098794425,0.5156850000000001,0.013161921062627176,0.45034343,0.24965657,0.2301,0.00622372435695794,0.1051,0.0051,0.2026,0.0126,0.3051,0.0101,0.4476,0.0226
CWNU_3188,0.1351,0.0463331050222674,0.41881,0.14363262556902895,2.915986415,0.0740135850000001,0.4551,0.144841148261301,0.0001,0.0001,0.0001,0.0001,0.0476,0.0476,0.2001,0.1501
CWNU_3194,0.2301,0.0101,0.71331,0.03131,0.8999355,0.2600645,0.3301,0.0001,0.2126,0.0026,0.3326,0.0026,0.4776,0.0226,0.7001,0.0401
CWNU_3197,0.4551,0.00717106781186548,1.4108100000000001,0.022230310216782987,1.543607845,0.106392155,0.6976,0.0161078105935821,0.3126,0.0026,0.6126,0.0026,0.9251,0.0251,1.3026,0.00760000000000006
CWNU_3199,0.36135,0.00554862367942585,1.120185,0.017200733406220133,1.21345615,0.15654385,0.56135,0.0130301005409857,0.2351,0.0001,0.4701,0.00509999999999998,0.7076,0.0026,1.0276,0.0126000000000001
CWNU_32,0.4626,0.0161078105935821,1.4340600000000001,0.04993421284010451,4.081042475,0.191042475,0.7301,0.0347410161513775,0.3426,0.00759999999999998,0.6976,0.00760000000000001,0.9401,0.0601,1.4326,0.0226000000000001
CWNU_321,0.46385,0.00659519052838327,1.437935,0.020445090637988137,1.62254124,0.0474587599999999,0.7001,0.00622372435695795,0.2526,0.0026,0.5426,0.0126,0.8426,0.0126,1.2676,0.0426
CWNU_3212,0.0251,0.0001,0.07781,0.00031,0.12,,0.1551,0.0001,0.0326,0.0326,0.0576,0.0576,0.1051,0.0901,0.1551,0.1151
CWNU_3213,0.6051,0.00622372435695795,1.87581,0.019293545506569646,2.44796578,0.11796578,0.8726,0.00760000000000001,0.0001,0.0001,0.3326,0.00760000000000001,0.7276,0.0176,1.2451,0.0551000000000001
CWNU_3219,0.29385,0.00424578098794425,0.910935,0.013161921062627176,0.92803161,0.10196839,0.47885,0.0148372826531895,0.2576,0.00760000000000001,0.4476,0.0126,0.6576,0.0176,0.8951,0.00510000000000001
CWNU_3222,0.35885,0.0301780235387899,1.112435,0.0935518729702487,3.308922585,0.0689225849999999,0.7176,0.0176,0.1876,0.0126,0.4951,0.0251,0.7576,0.0676,1.1251,0.1301
CWNU_3225,0.29635,0.0144069039278245,0.9186850000000001,0.04466140217625595,0.95,,0.3501,0.0142421356237309,0.2051,0.0151,0.3701,0.00510000000000001,0.5276,0.0376,0.8001,0.0850999999999989
CWNU_3233,0.30885,0.00749509972887453,0.957435,0.023234809159511045,1.25,,0.5451,0.0319198051533946,0.2501,0.00510000000000001,0.4551,0.0201,0.7201,0.0701,0.9651,0.0551
CWNU_3234,0.6551,0.0107066017177982,2.0308100000000002,0.033190465325174424,0.8,,0.98635,0.00554862367942585,0.2051,0.0101,0.6526,0.0276,1.0976,0.0476,1.6926,0.0825999999999999
CWNU_3236,0.4651,0.00363553390593272,1.44181,0.011270155108391433,1.75,,0.7826,0.117173694739682,0.1826,0.00760000000000001,0.4826,0.0126,1.1651,0.3851,1.2001,0.0101
CWNU_3242,0.6701,0.0221794021658196,2.07731,0.06875614671404076,2.622832005,0.00716799499999987,0.9751,0.0188082869338697,0.1051,0.0051,0.5776,0.0126,1.0726,0.0326,1.5501,0.00510000000000001
CWNU_3243,0.24135,0.00749509972887452,0.7481850000000001,0.02323480915951101,0.95469187,0.05469187,0.40635,0.0152554445662277,0.2026,0.00259999999999999,0.3751,0.0251,0.5476,0.0326,0.7451,0.0701
CWNU_3255,0.54885,0.0109253175473055,1.7014349999999998,0.03386848439664705,2.0,,0.81635,0.0164458710382775,0.3001,0.00510000000000001,0.6826,0.0026,1.0251,0.00510000000000001,1.5051,0.00510000000000001
CWNU_3256,0.2526,0.0026,0.78306,0.00806,1.15,,0.4101,0.00876025403784437,0.1926,0.0226,0.3551,0.0201,0.5026,0.0126,0.7676,0.0176
CWNU_3257,0.56385,0.0055486236794258,1.747935,0.01720073340621998,1.984715975,0.0252840249999999,0.9051,0.0347410161513776,0.3076,0.0026,0.7451,0.0501000000000001,1.1101,0.0551000000000001,1.6401,0.0801
CWNU_326,0.0076,0.0083915619758885,0.02356,0.026013842125254354,2.29461823,0.08461823,0.1826,0.0130903810567666,0.0001,0.0001,0.0226,0.0226,0.0651,0.0601,0.1626,0.0726
CWNU_3262,0.2701,0.0177776695296637,0.83731,0.05511077554195747,0.75,,0.3551,0.0174205080756888,0.1651,0.00510000000000001,0.3151,0.0151,0.4576,0.0226,0.7351,0.0901
CWNU_3266,0.5701,0.00945414346693483,1.7673100000000002,0.029307844747497973,2.2,,0.9026,0.0726,0.0051,0.0051,0.5226,0.1276,0.9126,0.117599999999999,1.2326,0.0576
CWNU_3268,0.74135,0.0103316909648406,2.2981849999999997,0.03202824199100587,2.769582005,0.199582005,1.0701,0.00876025403784439,0.0326,0.0026,0.5476,0.0326,1.0301,0.0251,1.6426,0.0626
CWNU_3285,0.43885,0.0156623744974859,1.360435,0.04855336094220629,2.25,,0.6551,0.0245948974278318,0.0001,0.0001,0.1101,0.0151,0.3826,0.0026,0.7776,0.0426
CWNU_3286,0.4326,0.00839156197588851,1.34106,0.02601384212525438,1.6,,0.6001,0.0087602540378444,0.1776,0.0526,0.4526,0.0676000000000001,0.7076,0.0976000000000003,1.0651,0.0751
CWNU_3288,0.2751,0.012847548783982,0.8528100000000001,0.0398274012303442,0.86821574,0.16178426,0.4201,0.0146773797371133,0.1901,0.0001,0.3576,0.00760000000000001,0.5601,0.0101,0.7726,0.0026
CWNU_3292,0.57135,0.00749509972887449,1.7711850000000002,0.02323480915951092,1.77481049,0.03481049,0.85135,0.0139631706330118,0.3276,0.0026,0.7076,0.00760000000000001,1.0901,0.00510000000000001,1.5726,0.0276000000000001
CWNU_3293,0.4026,0.00759999999999998,1.2480600000000002,0.02355999999999994,1.124432225,0.084432225,0.63635,0.0152554445662277,0.2726,0.0026,0.5476,0.0276,0.7976,0.00760000000000001,1.1776,0.0426
CWNU_3296,0.09635,0.00424578098794425,0.29868500000000003,0.013161921062627176,0.44381782,0.24618218,0.1751,0.0001,0.0601,0.0101,0.1176,0.0026,0.1751,0.0101,0.2926,0.0026
CWNU_330,0.34885,0.00424578098794425,1.081435,0.013161921062627176,0.96,,0.5676,0.00759999999999996,0.2201,0.0001,0.4526,0.0126,0.6776,0.0176,1.0076,0.0276
CWNU_3300,0.20385,0.00226506350946109,0.631935,0.007021696879329379,0.2,,0.3301,0.0213132034355964,0.1801,0.00510000000000001,0.2751,0.0201,0.3876,0.0525999999999999,0.6226,0.0376
CWNU_3304,0.1426,0.00259999999999999,0.44206,0.008059999999999968,0.45,,0.23885,0.0022650635094611,0.0901,0.0001,0.1726,0.00759999999999999,0.2601,0.0101,0.4076,0.00259999999999997
CWNU_3306,0.59385,0.0114880419739304,1.840935,0.03561293011918425,1.882738355,0.00273835500000008,0.97635,0.0164458710382775,0.3651,0.0251,0.8126,0.0426,1.2201,0.0751,1.7226,0.1126
CWNU_3308,0.3376,0.00569016994374946,1.0465600000000002,0.017639526825623326,0.9,,0.5351,0.0001,0.2626,0.0026,0.4701,0.00509999999999998,0.6951,0.0101,1.0051,0.0001
CWNU_3310,0.11885,0.00554862367942584,0.368435,0.017200733406220105,0.50483215,0.26516785,0.18385,0.00424578098794425,0.0501,0.0201,0.1251,0.0101,0.1926,0.0176,0.3201,0.0251
CWNU_3311,0.3251,0.00945414346693486,1.00781,0.02930784474749807,1.05,,0.42885,0.0199037243971936,0.3201,0.0251,0.4451,0.0951,0.6476,0.102600000000001,0.9801,0.1701
CWNU_3314,0.1051,0.0001,0.32581,0.00031,0.415729975,0.234270025,0.1751,0.00622372435695794,0.0526,0.0026,0.1201,0.0001,0.1876,0.00760000000000001,0.3001,0.0001
CWNU_3315,0.0551,0.0001,0.17081000000000002,0.00031,0.31718703,0.00281297,0.18885,0.0022650635094611,0.0451,0.0251,0.0901,0.0501,0.1576,0.0626,0.2526,0.0776
CWNU_3318,0.6201,0.0001,1.92231,0.00031,1.480474705,0.180474705,0.88885,0.0860778314450882,0.2816,0.1016,0.8576,0.00760000000000001,1.2376,0.0476,1.7751,0.0251
CWNU_3319,0.32635,0.00424578098794425,1.011685,0.013161921062627176,0.75046335,0.11953665,0.4476,0.0044301270189222,0.2001,0.00509999999999999,0.4026,0.0026,0.5926,0.0126,0.8701,0.0201
