  pmRApmDEcor    PlxpmRAcor   PlxpmDEcor    RFG        RFBP          RFRP       E_BR_RP_      Nper          __Fe_H_temp    RA_ICRS       e_RA_ICRS         DE_ICRS       e_DE_ICRS         Source        Plx         e_Plx         pmRA        e_pmRA        pmDE        e_pmDE        Dup          FG          e_FG    Gmag        e_Gmag         FBP      e_FBP       BPmag       e_BPmag        FRP         e_FRP          RPmag      e_RPmag    BP-RP       RV      e_RV    Teff     AG    EBR-RP_    Rad     Lum    Pmemb    Cluster    
 0.5701 -0.4019 -0.0736   741.875    27.791   104.063 1.434  9  --- 277.66152541824 0.1475 -12.49935711943 0.1447 4153027392921443840   0.4897  0.1346   0.939 0.282  -0.155 0.247 0      1652.7        2.2278  17.6429 0.0015       592.74        21.328    18.4192 0.0391       1777.3       17.079    16.6375 0.0104  1.7817    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.6239 -0.3529 -0.0287   682.205     ---       ---   ---   10  --- 277.65833819289 0.1434 -12.42635766032 0.1408 4153029042188950016   0.1981  0.1299   0.199 0.27   -0.783 0.251 0      1676.8        2.4579  17.6272 0.0016         ---          ---       ---    ---             ---        ---       ---    ---     ---       ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.3588 -0.3463  0.0705   935.139    85.226   128.582 1.493 11  --- 277.69587676335 0.1002 -12.4684904252  0.0965 4153027908317518976   0.1656  0.1042   0.073 0.19   -0.817 0.162 0      3761.7        4.0227  16.7499 0.0012       894.12        10.491    17.9729 0.0127       4720.8       36.715    15.5769 0.0084  2.396     ---   ---  3621.26 2.357  1.17     ---      ---     0.1   Dias_6 
 0.2363 -0.2727  0.007   2292.056   263.887   530.592 1.278 11  --- 277.6913256701  0.0381 -12.47540142701 0.0367 4153027908317516672   0.4904  0.0394  -0.091 0.073  -0.033 0.062 0     18374.0        8.0164  15.0278 0.0005      8120.1         30.771    15.5775 0.0041      15369.0       28.966    14.2953 0.002   1.2822    ---   ---  4830.0  ---    ---      2.66     3.471   0.1   Dias_6 
 0.4151 -0.3645  0.0502  1105.5     196.794   279.523 1.318 11  --- 277.68758405594 0.0559 -12.47513521414 0.0552 4153027908317519616   0.491   0.0582   0.526 0.105  -0.108 0.093 0      6860.4        6.2057  16.0975 0.001       2980.9         15.147    16.6655 0.0055       6061.1       21.684    15.3055 0.0039  1.36      ---   ---  4569.06 ---    ---      1.89     1.405   0.2   Dias_6 
 0.5258 -0.3601  0.0148   928.885    32.632   189.747 1.619 10  --- 277.70104525586 0.1182 -12.46643529501 0.117  4153027942677255424   0.4349  0.1164   0.089 0.228  -0.835 0.213 0      2833.0        3.0499  17.0577 0.0012       656.15        20.107    18.3089 0.0333       3930.9       20.717    15.7757 0.0057  2.5332    ---   ---  3825.45 ---    ---      ---      ---     0.6   Dias_6 
 0.6786 -0.4228 -0.1035   724.039    48.108   165.933 1.429 10  --- 277.66970813653 0.1741 -12.41459474514 0.168  4153030519657701504   0.1491  0.1498  -0.39  0.333  -0.332 0.3   0      2434.5        3.3624  17.2223 0.0015       769.64        15.998    18.1357 0.0226       2710.1       16.332    16.1795 0.0065  1.9562    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.4585 -0.5401  0.0145   776.311    84.913    49.433 1.41   9  --- 277.7485587213  0.1321 -12.35422961842 0.1292 4153031241189424256   0.2811  0.1434   0.351 0.252  -0.296 0.209 0      2015.3        2.596   17.4275 0.0014       787.86         9.2784   18.1103 0.0128       2054.1       41.554    16.4803 0.022   1.6299    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.4365 -0.3322  0.1702  2497.738   503.953   461.002 1.384 10  --- 277.63719322513 0.0327 -12.4372455926  0.0319 4153028904750004224   0.4926  0.0362  -0.079 0.066  -0.521 0.062 0     37119.0       14.861   14.2644 0.0004      9970.0         19.784    15.3547 0.0022      41406.0       89.817    13.2193 0.0024  2.1354    ---   ---  3780.0  1.942  0.984    7.97    11.683   0.1   Dias_6 
 0.4938 -0.3016  0.0888   867.072    54.023   172.871 1.365 11  --- 277.66768312426 0.0859 -12.40612548786 0.0853 4153030588377187072   0.3934  0.0882  -0.194 0.168  -0.083 0.159 0      3307.9        3.815   16.8895 0.0013      1104.1         20.439    17.7438 0.0201       3412.7       19.741    15.9292 0.0063  1.8146    ---   ---  3976.72 ---    ---      ---      ---     0.1   Dias_6 
 0.3609 -0.3608  0.0867  1408.921   139.575   112.541 1.328 11  --- 277.73969854404 0.0552 -12.37976532461 0.0552 4153030897615410304   0.4173  0.0591   0.11  0.105  -0.734 0.094 0      6794.7        4.8226  16.1079 0.0008      3004.2         21.524    16.6571 0.0078       6019.8       53.49     15.313  0.0096  1.3441    ---   ---  4499.0  ---    ---      ---      ---     0.2   Dias_6 
 0.2888 -0.4766  0.1429  1257.835   174.847   200.972 1.312 10  --- 277.75599779869 0.0652 -12.36655523805 0.0653 4153031035054360576   0.4081  0.0766   1.058 0.126  -0.409 0.107 0      6210.7        4.9376  16.2055 0.0009      2555.1         14.614    16.8329 0.0062       5590.5       27.817    15.3933 0.0054  1.4396    ---   ---  4415.12 ---    ---      ---      ---     0.1   Dias_6 
 0.4549 -0.3112  0.1167  1144.746   313.154   408.135 1.303 11  --- 277.65598618742 0.0308 -12.41080500989 0.0302 4153030588377191808   0.4268  0.0326   0.183 0.061  -1.02  0.057 0     34573.0       30.202   14.3415 0.0009     13034.0         41.621    15.0637 0.0035      32019.0       78.452    13.4984 0.0027  1.5653    ---   ---  4366.38 ---    ---      5.58    10.193   0.1   Dias_6 
 0.6616 -0.3397  0.0309  1052.515   170.009   677.25  1.416 10  --- 277.65584916136 0.0731 -12.40606763806 0.0743 4153030584056494976   0.2746  0.0634   0.384 0.131  -0.816 0.124 0      8125.7        7.7203  15.9137 0.001       2065.7         12.151    17.0637 0.0064       9441.3       13.941    14.8243 0.0016  2.2394    ---   ---  3982.96 2.0627 1.018    ---      ---     0.9   Dias_6 
 0.5743 -0.3793 -0.0082   481.856    40.112    19.074 1.803  9  --- 277.61976937487 0.139  -12.46800240551 0.1361 4153028286249428352   0.4011  0.132    0.254 0.271  -0.748 0.241 0      2068.9        4.2936  17.399  0.0023       724.62        18.065    18.2011 0.0271       3005.2      157.55     16.0672 0.0569  2.1339    ---   ---     ---  ---    ---      ---      ---     0.5   Dias_6 
 0.2677 -0.4348  0.2205  1252.603   185.273   179.214 1.319  9  --- 277.75703007817 0.0652 -12.35758958612 0.0667 4153031030733220224   0.5356  0.0782   0.962 0.13   -0.212 0.121 0      5601.8        4.4722  16.3175 0.0009      2165.5         11.688    17.0125 0.0059       5222.0       29.138    15.4673 0.0061  1.5452    ---   ---  4343.67 ---    ---      ---      ---     0.1   Dias_6 
 0.0572 -0.4556  0.3042  3225.655   580.058   756.708 1.243 10  --- 277.76845401614 0.0293 -12.42991793367 0.0337 4153029763743943424   0.2548  0.0432   0.513 0.051  -0.75  0.044 0     86559.0       26.835   13.3451 0.0003     44038.0         75.919    13.7418 0.0019      63576.0       84.017    12.7537 0.0014  0.9881    ---   ---  5324.0  ---    ---      ---      ---     1.0   Dias_6 
 0.3098 -0.2565  0.0541   939.473   111.944   257.063 1.339 10  --- 277.6457822418  0.0613 -12.4977821579  0.0593 4153027457320159744   0.4864  0.0644   0.496 0.118  -0.488 0.105 0      6337.6        6.7459  16.1836 0.0012      2319.3         20.718    16.938  0.0097       6167.5       23.992    15.2866 0.0042  1.6514    ---   ---  4212.67 ---    ---      2.34     1.554   0.6   Dias_6 
 0.4474 -0.2754  0.2266   845.47    100.76    262.504 1.372  9  --- 277.60608167987 0.0821 -12.45306678523 0.0834 4153028561152630784   0.4336  0.0986   0.719 0.155  -0.366 0.143 0      4284.5        5.0676  16.6086 0.0013      1486.4         14.752    17.421  0.0108       4392.6       16.733    15.6551 0.0041  1.7659    ---   ---  4216.39 ---    ---      ---      ---     0.4   Dias_6 
 0.5125 -0.3333  0.0531   651.593    17.912    62.319 1.511 11  --- 277.68818617315 0.141  -12.42126258276 0.1402 4153030347858991616   0.3648  0.1424  -0.256 0.268  -0.239 0.247 0      1430.4        2.1952  17.7997 0.0017       528.45        29.503    18.5439 0.0606       1632.5       26.196    16.7298 0.0174  1.8141    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.4919 -0.3555  0.0798   579.415    27.957    84.425 1.427 10  --- 277.64518807154 0.1665 -12.46291297778 0.1654 4153028659928026496   0.3196  0.1743   0.832 0.322  -0.143 0.293 0      1333.1        2.3008  17.8762 0.0019       504.55        18.048    18.5941 0.0388       1398.0       16.559    16.8982 0.0129  1.696     ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.3197 -0.4347  0.0008   779.5     162.597   288.953 1.326  9  --- 277.64931766371 0.062  -12.50033064828 0.06   4153027388600681856   0.4614  0.0625  -0.55  0.122  -0.761 0.1   0      8983.2       11.524   15.8048 0.0014      3416.3         21.011    16.5175 0.0067       8499.5       29.415    14.9384 0.0038  1.5791    ---   ---  4282.27 ---    ---      2.79     2.361   0.1   Dias_6 
 0.5584 -0.335  -0.1014   977.157    45.424    54.245 1.383 10  --- 277.70479980106 0.1228 -12.38363549721 0.1187 4153030691457013248   0.4743  0.112    0.1   0.23   -1.064 0.213 0      2609.8        2.6708  17.1469 0.0011      1005.0         22.124    17.846  0.0239       2603.5       47.996    16.223  0.02    1.623     ---   ---     ---  ---    ---      ---      ---     0.4   Dias_6 
 0.5017 -0.4161 -0.0267   741.105    40.034    72.539 1.426 10  --- 277.75950134862 0.1454 -12.40809617319 0.1452 4153029999940935296   0.3285  0.1407  -0.244 0.271  -1.333 0.241 0      1561.3        2.1067  17.7047 0.0015       647.69        16.179    18.323  0.0271       1578.7       21.763    16.7662 0.015   1.5568    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.4688 -0.3273  0.072   1113.578   144.505   146.606 1.337 11  --- 277.66235182908 0.0781 -12.4525385171  0.0772 4153028732951282432   0.2058  0.0809   0.826 0.15   -0.313 0.138 0      3905.2        3.5069  16.7093 0.001       1585.3         10.971    17.3511 0.0075       3635.6       24.799    15.8605 0.0074  1.4906    ---   ---  4376.3  ---    ---      ---      ---     0.4   Dias_6 
 0.5235 -0.3345  0.0475   729.055    42.432    79.295 1.465 11  --- 277.66157262137 0.1397 -12.45290335277 0.1381 4153028732951283200   0.5045  0.14    -0.059 0.266  -0.819 0.246 0      1441.7        1.9775  17.7912 0.0015       573.79        13.523    18.4545 0.0256       1538.4       19.401    16.7942 0.0137  1.6603    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.5048 -0.3033  0.0898   626.145    27.455    59.661 1.518 11  --- 277.68130348419 0.1586 -12.46443663177 0.1586 4153027972716275840   0.492   0.1651   0.782 0.303  -1.041 0.285 0      1264.8        2.02    17.9333 0.0017       539.32        19.643    18.5218 0.0395       1380.3       23.135    16.912  0.0182  1.6098    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.4122 -0.3384  0.081   1857.51    390.368   512.745 1.336 11  --- 277.68275649286 0.0392 -12.43702668152 0.0384 4153030244779767936   0.3722  0.041    0.988 0.076  -0.779 0.07  0     15207.0        8.1868  15.2333 0.0006      5259.3         13.473    16.0491 0.0028      15056.0       29.364    14.3176 0.0021  1.7315    ---   ---  4138.92 ---    ---      5.01     6.641   0.6   Dias_6 
 0.4654 -0.32    0.1059  1066.676   117.48    164.571 1.316 11  --- 277.69616676218 0.0746 -12.37330412043 0.0739 4153030760176507904   0.1764  0.0777   0.37  0.146  -0.991 0.137 0      4118.3        3.8608  16.6516 0.001       1575.9         13.414    17.3575 0.0092       3842.4       23.348    15.8004 0.0066  1.5571    ---   ---  4326.92 ---    ---      ---      ---     0.5   Dias_6 
 0.4914 -0.4902  0.0592   686.02     21.021    82.645 1.702  9  --- 277.73883578075 0.1766 -12.35019823848 0.1706 4153031236900112128   0.5307  0.1935   0.124 0.341  -1.029 0.296 0      1500.7        2.1875  17.7477 0.0016       297.23        14.139    19.1687 0.0516       2257.5       27.316    16.3779 0.0131  2.7908    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.3632 -0.3548  0.1562  1501.721   217.48    129.555 1.348 11  --- 277.75764021033 0.0425 -12.39677161418 0.0442 4153030068669019776   0.4831  0.0478   0.253 0.078  -1.531 0.071 0     15634.0       10.411   15.2032 0.0007      7833.3         36.019    15.6165 0.005       13247.0      102.25     14.4566 0.0084  1.1599    ---   ---  4956.5  ---    ---      2.33     2.95    0.3   Dias_6 
 0.3293 -0.2807  0.0303   981.231   246.453   382.674 1.276 10  --- 277.63391986114 0.0552 -12.48360273678 0.0533 4153028217555202560   0.2522  0.0568   0.41  0.106  -0.765 0.094 0      9202.5        9.3785  15.7786 0.0011      3978.1         16.141    16.3522 0.0044       7760.5       20.28     15.0372 0.0028  1.315     ---   ---  4862.47 ---    ---      ---      ---     0.9   Dias_6 
 0.5928 -0.3353  0.0732   520.262    54.787   123.446 1.384 10  --- 277.67339626216 0.159  -12.38551562783 0.1655 4153030721495497216   0.5539  0.1503   0.282 0.273  -1.321 0.256 0      1697.9        3.2636  17.6136 0.0021       550.55        10.049    18.4994 0.0198       1800.0       14.581    16.6238 0.0088  1.8756    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.3778 -0.3318  0.0184   605.064    35.57     50.99  1.394 11  --- 277.73659286816 0.1576 -12.37174501482 0.1535 4153030893296444672   0.4007  0.1514   0.039 0.296  -0.921 0.261 0      1247.0        2.0609  17.9487 0.0018       508.19        14.287    18.5863 0.0305       1229.5       24.112    17.0376 0.0213  1.5487    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.2486 -0.3553  0.0639  2113.686   392.418   382.091 1.247 10  --- 277.75448791383 0.0394 -12.38476100393 0.0387 4153030927653928576   0.4563  0.0406   0.568 0.076  -1.583 0.067 0     15459.0        7.3138  15.2154 0.0005      7843.1         19.987    15.6152 0.0028      11432.0       29.92     14.6166 0.0028  0.9986    ---   ---  5300.21 ---    ---      2.08     3.07    0.1   Dias_6 
 0.5731 -0.3747 -0.0192   649.174    24.976    96.387 1.423 10  --- 277.72567432025 0.1407 -12.35464721589 0.1399 4153031275572576256   0.3382  0.1298   0.593 0.267  -0.906 0.247 0      1712.1        2.6373  17.6046 0.0017       585.92        23.459    18.4318 0.0435       1849.8       19.191    16.5941 0.0113  1.8377    ---   ---     ---  ---    ---      ---      ---     0.5   Dias_6 
 0.5349 -0.3746 -0.0823   738.137    47.371   103.948 1.516  9  --- 277.65106787797 0.139  -12.47184195254 0.1374 4153028595512320768   0.4192  0.1322  -0.143 0.262  -0.437 0.234 0      1872.7        2.5371  17.5072 0.0015       777.33        16.409    18.1249 0.0229       2061.5       19.832    16.4765 0.0104  1.6484    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.5645 -0.3733 -0.0421   591.091    24.287    93.904 1.853  9  --- 277.62909272563 0.1571 -12.47504405059 0.1541 4153028281970759936   0.1668  0.1457   0.573 0.302  -0.876 0.268 0      1533.6        2.5945  17.7241 0.0018       464.31        19.117    18.6844 0.0447       2378.0       25.324    16.3214 0.0116  2.363     ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.5371 -0.398  -0.0046   888.91     57.872    75.526 1.411 10  --- 277.70351665608 0.1182 -12.42422940948 0.1172 4153030279139500288   0.4247  0.1164   0.636 0.221  -1.51  0.198 0      2224.0        2.502   17.3205 0.0012       819.26        14.156    18.0678 0.0188       2318.6       30.699    16.3489 0.0144  1.719     ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.4048 -0.3316  0.1525  1782.187   217.764   754.467 1.397 11  --- 277.69356073226 0.0401 -12.38847158296 0.039  4153030691457019904   0.3291  0.0432   1.008 0.08   -0.848 0.074 0     15964.0        8.9578  15.1805 0.0006      4076.6         18.72     16.3256 0.005       18229.0       24.162    14.11   0.0014  2.2156    ---   ---  3569.75 2.043  0.992    9.45    13.07    0.3   Dias_6 
 0.5253 -0.3469 -0.0472   871.365    92.096    98.441 1.368 10  --- 277.67190181335 0.1231 -12.45082807557 0.1185 4153028732951276288   0.3109  0.1112   0.407 0.232  -0.487 0.208 0      2184.0        2.5065  17.3402 0.0012       838.38         9.1033   18.0428 0.0118       2149.3       21.834    16.4312 0.011   1.6116    ---   ---     ---  ---    ---      ---      ---     0.8   Dias_6 
 0.4474 -0.3122  0.1029   976.494   120.602   120.096 1.325 11  --- 277.69979621789 0.0741 -12.38414532377 0.0733 4153030691457017984   0.2793  0.0774   0.621 0.144  -0.46  0.135 0      4297.8        4.4013  16.6052 0.0011      1721.1         14.271    17.2619 0.009        3975.0       33.098    15.7636 0.009   1.4983    ---   ---  4416.75 ---    ---      ---      ---     1.0   Dias_6 
 0.2247 -0.4533  0.2363   656.371    22.988    99.492 1.568 10  --- 277.8084827048  0.1379 -12.39586105295 0.1497 4153029931221482880   0.205   0.1806   1.045 0.268  -0.957 0.234 0      1277.2        1.9458  17.9227 0.0017       302.21        13.146    19.1506 0.0472       1699.9       17.086    16.6859 0.0109  2.4648    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.2135 -0.3544  0.1773  1202.109   103.003   301.653 1.308 11  --- 277.79759822245 0.0572 -12.41998751641 0.0584 4153029828160716672   0.4544  0.0687   0.568 0.107  -0.071 0.094 0      5592.0        4.6518  16.3194 0.0009      2373.6         23.044    16.9129 0.0105       4939.0       16.373    15.5278 0.0036  1.385     ---   ---  4515.44 2.413  1.175    ---      ---     0.2   Dias_6 
 0.338  -0.3411  0.0574  1301.39     92.719   102.548 1.33  11  --- 277.69121380655 0.0634 -12.46299011775 0.0613 4153028007076017792   0.4943  0.065   -0.321 0.12   -1.04  0.103 0      5743.7        4.4135  16.2904 0.0008      2581.2         27.839    16.8218 0.0117       5057.2       49.315    15.5022 0.0106  1.3197    ---   ---  4820.38 ---    ---      1.48     1.071   0.2   Dias_6 
 0.5662 -0.3889  0.0024   957.442    79.603    83.675 1.352 10  --- 277.72286752094 0.111  -12.36404942749 0.1093 4153031103773877248   0.502   0.1063  -0.119 0.214  -0.625 0.197 0      2924.7        3.0547  17.0232 0.0011      1079.6         13.562    17.7683 0.0136       2875.6       34.366    16.1151 0.013   1.6532    ---   ---  4235.0  1.9425 0.977    ---      ---     0.1   Dias_6 
 0.3788 -0.379   0.1596  1506.852   330.23    466.415 1.315 10  --- 277.62855782781 0.042  -12.46208613192 0.041  4153028659919325056   0.3788  0.0467   0.546 0.083  -0.68  0.076 0     15303.0       10.156   15.2264 0.0007      5695.0         17.246    15.9627 0.0033      14435.0       30.948    14.3634 0.0023  1.5992    ---   ---  4394.0  ---    ---      4.1      5.655   0.9   Dias_6 
 0.2108 -0.3566  0.1994  1628.664   244.604   663.262 1.404 11  --- 277.75210363999 0.0421 -12.47254723653 0.0438 4153026224690289664   0.1937  0.0533  -0.221 0.078  -1.164 0.069 0     14410.0        8.8476  15.2917 0.0007      3748.7         15.326    16.4167 0.0044      16489.0       24.86     14.219  0.0016  2.1977    ---   ---  4071.16 1.9873 0.9727   ---      ---     0.1   Dias_6 
 0.26   -0.3631  0.2189  1112.101   117.944   195.843 1.322 11  --- 277.76560532673 0.0726 -12.42532402137 0.0718 4153029763743952000   0.3374  0.087    0.298 0.136  -0.684 0.121 0      3910.5        3.5163  16.7078 0.001       1705.1         14.457    17.272  0.0092       3462.7       17.681    15.9134 0.0055  1.3586    ---   ---  4610.0  ---    ---      ---      ---     0.8   Dias_6 
 0.5089 -0.3028  0.0791   587.639    23.14     72.289 1.434 10  --- 277.61382384696 0.1532 -12.47576566499 0.1498 4153028247594165888   0.4527  0.1543   0.22  0.298  -1.114 0.272 0      1410.9        2.401   17.8146 0.0018       520.53        22.495    18.5603 0.0469       1502.1       20.779    16.8202 0.015   1.7401    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.5995 -0.1544  0.1763   785.675    51.055   205.18  1.372  9  --- 277.59129236113 0.1021 -12.4627275762  0.0996 4153028526792895104   0.3693  0.1039   0.435 0.206  -0.314 0.211 0      3008.2        3.8288  16.9926 0.0014      1101.3         21.57     17.7466 0.0213       3026.9       14.752    16.0594 0.0053  1.6872    ---   ---  4109.0  ---    ---      ---      ---     0.5   Dias_6 
